timestamp,value
2016-06-20,12
2016-07-19,46
2016-07-20,50
2016-07-21,50
2016-07-22,54
2016-07-23,71
2016-07-24,58
2016-07-25,47
2016-07-26,47
2016-07-27,49
2016-07-28,31
2016-07-29,46
2016-07-30,32
2016-07-31,46
2016-08-01,49
2016-08-02,50
2016-08-03,46
2016-08-04,40
2016-08-05,43
2016-08-06,36
2016-08-07,37
2016-08-08,44
2016-08-09,41
2016-08-10,41
2016-08-11,43
2016-08-12,38
2016-08-13,31
2016-08-14,28
2016-08-15,33
2016-08-16,38
2016-08-17,24
2016-08-18,47
2016-08-19,48
2016-08-20,40
2016-08-21,30
2016-08-22,31
2016-08-23,47
2016-08-24,45
2016-08-25,49
2016-08-26,50
2016-08-27,54
2016-08-28,87
2016-08-29,41
2016-08-30,47
2016-08-31,36
2016-09-01,25
2016-09-02,24
2016-09-03,31
2016-09-04,44
2016-09-05,50
2016-09-06,49
2016-09-07,44
2016-09-08,49
2016-09-09,26
2016-09-10,46
2016-09-11,31
2016-09-12,7
2016-09-26,42
2016-09-27,44
2016-09-28,48
2016-09-29,19
2016-09-30,21
2016-10-01,29
2016-10-02,34
2016-10-03,40
2016-10-04,39
2016-10-05,44
2016-10-06,49
2016-10-07,36
2016-10-08,31
2016-10-09,26
2016-10-10,34
2016-10-11,29
2016-10-12,49
2016-10-13,32
2016-10-14,31
2016-10-15,45
2016-10-16,50
2016-10-17,43
2016-10-18,44
2016-10-19,46
2016-10-20,39
2016-10-21,29
2016-10-22,31
2016-10-23,47
2016-10-24,36
2016-10-25,29
2016-10-26,23
2016-10-27,23
2016-10-28,30
2016-10-29,44
2016-10-30,37
2016-10-31,26
2016-11-01,23
2016-11-02,45
2016-11-03,27
2016-11-04,28
2016-11-05,32
2016-11-06,28
2016-11-07,27
2016-11-08,43
2016-11-09,21
2016-11-10,29
2016-11-11,28
2016-11-12,31
2016-11-13,31
2016-11-14,22
2016-11-15,27
2016-11-16,21
2016-11-17,10
2016-11-18,31
2016-11-19,29
2016-11-20,31
2016-11-21,31
2016-11-22,30
2016-11-23,17
2016-11-24,13
2016-11-25,20
2016-11-26,21
2016-11-27,27
2016-11-28,24
2016-11-29,28
2016-11-30,27
2016-12-01,17
2016-12-02,21
2016-12-03,25
2016-12-04,21
2016-12-05,22
2016-12-06,23
2016-12-07,21
2016-12-08,19
2016-12-09,18
2016-12-10,24
2016-12-11,23
2016-12-12,23
2016-12-13,16
2016-12-14,24
2016-12-15,25
2016-12-16,13
2017-02-13,36
2017-02-14,39
2017-02-15,35
2017-02-16,33
2017-02-17,29
2017-02-18,50
2017-02-19,43
2017-02-20,33
2017-02-21,36
2017-02-22,44
2017-02-23,34
2017-02-24,41
2017-02-25,37
2017-02-26,34
2017-02-27,32
2017-02-28,35
2017-03-01,37
2017-03-02,37
2017-03-03,38
2017-03-04,41
2017-03-05,40
2017-03-06,34
2017-03-07,38
2017-03-08,45
2017-03-09,42
2017-03-10,39
2017-03-11,38
2017-03-12,37
2017-03-13,42
2017-03-14,39
2017-03-15,42
2017-03-16,42
2017-03-17,36
2017-03-18,27
2017-03-19,40
2017-03-20,31
2017-03-21,45
2017-03-22,44
2017-03-23,44
2017-03-24,50
2017-03-25,50
2017-03-26,39
2017-03-27,45
2017-03-28,33
2017-03-29,44
2017-03-30,31
2017-03-31,28
2017-04-01,35
2017-04-02,48
2017-04-03,20
2017-04-11,41
2017-04-12,44
2017-04-13,45
2017-04-14,48
2017-04-15,47
2017-04-16,44
2017-04-17,44
2017-04-18,64
2017-04-19,41
2017-04-20,41
2017-04-21,43
2017-04-22,33
2017-04-23,46
2017-04-24,48
2017-04-25,36
2017-04-26,45
2017-04-27,50
2017-04-28,43
2017-04-29,35
2017-04-30,40
2017-05-01,40
2017-05-02,46
2017-05-03,42
2017-05-04,41
2017-05-05,39
2017-05-06,31
2017-05-07,42
2017-05-08,46
2017-05-09,67
2017-05-10,77
2017-05-11,32
2017-05-12,37
2017-05-13,43
2017-05-14,48
2017-05-15,39
2017-05-16,44
2017-05-17,80
2017-05-18,50
2017-05-19,58
2017-05-20,27
2017-05-21,28
2017-05-22,44
2017-05-23,49
2017-05-24,43
2017-05-25,37
2017-05-26,36
2017-05-27,43
2017-05-28,40
2017-05-29,49
2017-05-30,50
2017-05-31,49
2017-06-01,50
2017-06-02,44
2017-06-03,48
2017-06-04,44
2017-06-05,50
2017-06-06,34
2017-06-07,25
2017-06-08,41
2017-06-09,58
2017-06-10,101
2017-06-11,87
2017-06-12,67
2017-06-13,77
2017-06-14,100
2017-06-15,47
2017-06-16,44
2017-06-17,46
2017-06-18,45
2017-06-19,46
2017-06-20,45
2017-06-21,50
2017-06-22,50
2017-06-23,22
2017-06-24,45
2017-06-25,44
2017-06-26,38
2017-06-27,31
2017-06-28,47
2017-06-29,64
2017-06-30,37
2017-07-01,42
2017-07-02,50
2017-07-03,50
2017-07-04,44
2017-07-05,48
2017-07-06,33
2017-07-07,50
2017-07-08,38
2017-07-09,46
2017-07-10,10
2017-08-01,45
2017-08-02,48
2017-08-03,45
2017-08-04,44
2017-08-05,29
2017-08-06,27
2017-08-07,26
2017-08-08,37
2017-08-09,43
2017-08-10,42
2017-08-11,43
2017-08-12,44
2017-08-13,35
2017-08-14,39
2017-08-15,49
2017-08-16,58
2017-08-17,50
2017-08-18,43
2017-08-19,44
2017-08-20,48
2017-08-21,58
2017-08-22,42
2017-08-23,37
2017-08-24,30
2017-08-25,31
2017-08-26,40
2017-08-27,41
2017-08-28,43
2017-08-29,33
2017-08-30,50
2017-08-31,38
2017-09-01,26
2017-09-02,29
2017-09-03,34
2017-09-04,46
2017-09-05,30
2017-09-06,39
2017-09-07,20
2017-09-08,31
2017-09-09,29
2017-09-10,25
2017-09-11,33
2017-09-12,37
2017-09-13,35
2017-09-14,23
2017-09-15,31
2017-09-16,34
2017-09-17,33
2017-09-18,43
2017-09-19,44
2017-09-20,46
2017-09-21,44
2017-09-22,43
2017-09-23,45
2017-09-24,46
2017-09-25,50
2017-09-26,74
2017-09-27,84
2017-09-28,38
2017-09-29,36
2017-09-30,28
2017-10-01,36
2017-10-02,39
2017-10-03,49
2017-10-04,49
2017-10-05,25
2017-10-06,30
2017-10-07,41
2017-10-08,27
2017-10-09,19
2017-10-10,42
2017-10-11,19
2017-10-12,19
2017-10-13,29
2017-10-14,41
2017-10-15,33
2017-10-16,29
2017-10-17,32
2017-10-18,34
2017-10-19,48
2017-10-20,39
2017-10-21,39
2017-10-22,48
2017-10-23,36
2017-10-24,32
2017-10-25,18
2017-10-26,24
2017-10-27,41
2017-10-28,19
2017-10-29,19
2017-10-30,27
2017-10-31,18
2017-11-01,8
2017-11-02,31
2017-11-03,22
2017-11-04,31
2017-11-05,25
2017-11-06,22
2017-11-07,19
2017-11-08,28
2017-11-09,32
2017-11-10,33
2017-11-11,31
2017-11-12,20
2017-11-13,24
2017-11-14,28
2017-11-15,23
2017-11-16,23
2017-11-17,27
2017-11-18,20
2017-11-19,28
2017-11-20,25
2017-11-21,34
2017-11-22,27
2017-11-23,23
2017-11-24,24
2017-11-25,31
2017-11-26,34
2017-11-27,25
2017-11-28,31
2017-11-29,32
2017-11-30,36
2017-12-01,12
2017-12-02,10
2017-12-03,18
2017-12-04,31
2017-12-05,26
2017-12-06,29
2017-12-07,24
2017-12-08,19
2017-12-09,24
2017-12-10,24
2017-12-11,21
2017-12-12,32
2017-12-13,30
2017-12-14,31
2017-12-15,30
2017-12-16,20
2017-12-17,12
2017-12-18,19
2017-12-19,27
2017-12-20,31
2017-12-21,23
2017-12-22,19
2017-12-23,22
2017-12-24,29
2017-12-25,33
2017-12-26,33
2017-12-27,30
2017-12-28,27
2017-12-29,23
2017-12-30,26
2017-12-31,25
2018-01-01,30
2018-01-02,28
2018-01-03,22
2018-01-04,33
2018-01-05,31
2018-01-06,31
2018-01-07,27
2018-01-08,26
2018-01-09,26
2018-01-10,15
2018-01-11,27
2018-01-12,31
2018-01-13,35
2018-01-14,30
2018-01-15,29
2018-01-16,26
2018-01-17,24
2018-01-18,27
2018-01-19,32
2018-01-20,38
2018-01-21,17
2018-01-22,29
2018-01-23,28
2018-01-24,30
2018-01-25,27
2018-01-26,29
2018-01-27,30
2018-01-28,31
2018-01-29,25
2018-01-30,33
2018-01-31,27
2018-02-01,30
2018-02-02,31
2018-02-03,31
2018-02-04,32
2018-02-05,32
2018-02-06,25
2018-02-07,36
2018-02-08,33
2018-02-09,19
2018-02-10,7
2018-02-11,28
2018-02-12,39
2018-02-13,35
2018-02-14,21
2018-02-15,23
2018-02-16,35
2018-02-17,32
2018-02-18,30
2018-02-19,14
2018-02-20,36
2018-02-21,24
2018-02-22,31
2018-02-23,18
2018-02-24,31
2018-02-25,36
2018-02-26,40
2018-02-27,40
2018-02-28,44
2018-03-01,36
2018-03-02,39
2018-03-03,39
2018-03-04,41
2018-03-05,38
2018-03-06,31
2018-03-07,31
2018-03-08,37
2018-03-09,32
2018-03-10,39
2018-03-11,42
2018-03-12,41
2018-03-13,41
2018-03-14,33
2018-03-15,39
2018-03-16,36
2018-03-17,29
2018-03-18,43
2018-03-19,46
2018-03-20,37
2018-03-21,42
2018-03-22,43
2018-03-23,41
2018-03-24,44
2018-03-25,44
2018-03-26,46
2018-03-27,38
2018-03-28,10
2018-03-29,29
2018-03-30,31
2018-03-31,42
2018-04-01,44
2018-04-02,42
2018-04-03,30
2018-04-04,41
2018-04-05,44
2018-04-06,44
2018-04-07,45
2018-04-08,43
2018-04-09,41
2018-04-10,44
2018-04-11,44
2018-04-12,50
2018-04-13,48
2018-04-14,77
2018-04-15,37
2018-04-16,34
2018-04-17,38
2018-04-18,38
2018-04-19,46
2018-04-20,49
2018-04-21,58
2018-04-22,50
2018-04-23,50
2018-04-24,46
2018-04-25,44
2018-04-26,44
2018-04-27,49
2018-04-28,38
2018-04-29,41
2018-04-30,50
2018-05-01,48
2018-05-02,50
2018-05-03,47
2018-05-04,48
2018-05-05,48
2018-05-06,43
2018-05-07,61
2018-05-08,84
2018-05-09,74
2018-05-10,50
2018-05-11,40
2018-05-12,49
2018-05-13,41
2018-05-14,40
2018-05-15,50
2018-05-16,42
2018-05-17,44
2018-05-18,44
2018-05-19,33
2018-05-20,34
2018-05-21,58
2018-05-22,44
2018-05-23,41
2018-05-24,47
2018-05-25,49
2018-05-26,104
2018-05-27,49
2018-05-28,47
2018-05-29,47
2018-05-30,29
2018-05-31,41
2018-06-01,42
2018-06-02,35
2018-06-03,26
2018-06-04,34
2018-06-05,42
2018-06-06,26
2018-06-07,48
2018-06-08,115
2018-06-09,48
2018-06-10,26
2018-06-11,31
2018-06-12,40
2018-06-13,43
2018-06-14,44
2018-06-15,46
2018-06-16,97
2018-06-17,77
2018-06-18,74
2018-06-19,29
2018-06-20,31
2018-06-21,36
2018-06-22,36
2018-06-23,38
2018-06-24,42
2018-06-25,35
2018-06-26,36
2018-06-27,33
2018-06-28,44
2018-06-29,50
2018-06-30,49
2018-07-01,49
2018-07-02,58
2018-07-03,50
2018-07-04,48
2018-07-05,37
2018-07-06,37
2018-07-07,42
2018-07-08,46
2018-07-09,45
2018-07-10,101
2018-07-11,33
2018-07-12,42
2018-07-13,48
2018-07-14,97
2018-07-15,74
2018-07-16,84
2018-07-17,42
2018-07-18,30
2018-07-19,47
2018-07-20,47
2018-07-21,42
2018-07-22,33
2018-07-23,40
2018-07-24,38
2018-07-25,45
2018-07-26,49
2018-07-27,44
2018-07-28,39
2018-07-29,43
2018-07-30,29
2018-07-31,31
2018-08-01,42
2018-08-02,37
2018-08-03,35
2018-08-04,48
2018-08-05,46
2018-08-06,48
2018-08-07,48
2018-08-08,36
2018-08-09,45
2018-08-10,35
2018-08-11,37
2018-08-12,30
2018-08-13,27
2018-08-14,34
2018-08-15,50
2018-08-16,34
2018-08-17,31
2018-08-18,37
2018-08-19,29
2018-08-20,29
2018-08-21,29
2018-08-22,38
2018-08-23,39
2018-08-24,43
2018-08-25,39
2018-08-26,38
2018-08-27,50
2018-08-28,47
2018-08-29,44
2018-08-30,34
2018-08-31,49
2018-09-01,41
2018-09-02,37
2018-09-03,44
2018-09-04,45
2018-09-05,46
2018-09-06,37
2018-09-07,30
2018-09-08,26
2018-09-09,21
2018-09-10,21
2018-09-11,15
2018-09-12,23
2018-09-13,26
2018-09-14,20
2018-09-15,24
2018-09-16,26
2018-09-17,18
2018-09-18,34
2018-09-19,38
2018-09-20,61
2018-09-21,51
2018-09-22,23
2018-09-23,22
2018-09-24,23
2018-09-25,17
2018-09-26,25
2018-09-27,21
2018-09-28,35
2018-09-29,33
2018-09-30,31
2018-10-01,44
2018-10-02,28
2018-10-03,25
2018-10-04,20
2018-10-05,14
2018-10-06,31
2018-10-07,41
2018-10-08,31
2018-10-09,31
2018-10-10,32
2018-10-11,20
2018-10-12,25
2018-10-13,26
2018-10-14,19
2018-10-15,19
2018-10-16,25
2018-10-17,28
2018-10-18,32
2018-10-19,27
2018-10-20,30
2018-10-21,24
2018-10-22,27
2018-10-23,30
2018-10-24,24
2018-10-25,23
2018-10-26,21
2018-10-27,19
2018-10-28,21
2018-10-29,21
2018-10-30,25
2018-10-31,32
2018-11-01,27
2018-11-02,25
2018-11-03,19
2018-11-04,28
2018-11-05,24
2018-11-06,32
2018-11-07,23
2018-11-08,16
2018-11-09,23
2018-11-10,25
2018-11-11,20
2018-11-12,17
2018-11-13,26
2018-11-14,29
2018-11-15,24
2018-11-16,18
2018-11-17,15
2018-11-18,15
2018-11-19,14
2018-11-20,19
2018-11-21,29
2018-11-22,31
2018-11-23,28
2018-11-24,25
2018-11-25,25
2018-11-26,24
2018-11-27,22
2018-11-28,22
2018-11-29,19
2018-11-30,18
2018-12-01,19
2018-12-02,27
2018-12-03,22
2018-12-04,31
2018-12-05,27
2018-12-06,24
2018-12-07,21
2018-12-08,22
2018-12-09,25
2018-12-10,25
2018-12-11,23
2018-12-12,18
2018-12-13,19
2018-12-14,19
2018-12-15,26
2018-12-16,25
2018-12-17,28
2018-12-18,31
2018-12-19,9
2018-12-20,23
2018-12-21,24
2018-12-22,17
2018-12-23,16
2018-12-24,24
2018-12-25,18
2018-12-26,16
2018-12-27,31
2018-12-28,24
2018-12-29,17
2018-12-30,19
2018-12-31,25
2019-01-01,24
2019-01-02,19
2019-01-03,21
2019-01-04,13
2019-01-05,21
2019-01-06,31
2019-01-07,22
2019-01-08,30
2019-01-09,21
2019-01-10,31
2019-01-11,33
2019-01-12,27
2019-01-13,30
2019-01-14,29
2019-01-15,33
2019-01-16,31
2019-01-17,30
2019-01-18,13
2019-01-19,19
2019-01-20,37
2019-01-21,34
2019-01-22,33
2019-01-23,18
2019-01-24,29
2019-01-25,33
2019-01-26,25
2019-01-27,34
2019-01-28,32
2019-01-29,31
2019-01-30,35
2019-01-31,31
2019-02-01,27
2019-02-02,29
2019-02-03,28
2019-02-04,34
2019-02-05,22
2019-02-06,12
2019-02-07,25
2019-02-08,31
2019-02-09,35
2019-02-10,23
2019-02-11,21
2019-02-12,28
2019-02-13,35
2019-02-14,31
2019-02-15,41
2019-02-16,34
2019-02-17,31
2019-02-18,32
2019-02-19,36
2019-02-20,32
2019-02-21,39
2019-02-22,41
2019-02-23,36
2019-02-24,42
2019-02-25,37
2019-02-26,35
2019-02-27,33
2019-02-28,38
2019-03-01,32
2019-03-02,37
2019-03-03,39
2019-03-04,39
2019-03-05,35
2019-03-06,37
2019-03-07,44
2019-03-08,37
2019-03-09,45
2019-03-10,39
2019-03-11,43
2019-03-12,47
2019-03-13,39
2019-03-14,40
2019-03-15,41
2019-03-16,40
2019-03-17,42
2019-03-18,40
2019-03-19,44
2019-03-20,46
2019-03-21,44
2019-03-22,35
2019-03-23,41
2019-03-24,44
2019-03-25,35
2019-03-26,43
2019-03-27,44
2019-03-28,46
2019-03-29,39
2019-03-30,45
2019-03-31,38
2019-04-01,41
2019-04-02,43
2019-04-03,45
2019-04-04,43
2019-04-05,41
2019-04-06,50
2019-04-07,41
2019-04-08,43
2019-04-09,49
2019-04-10,35
2019-04-11,41
2019-04-12,37
2019-04-13,49
2019-04-14,39
2019-04-15,39
2019-04-16,46
2019-04-17,61
2019-04-18,67
2019-04-19,36
2019-04-20,44
2019-04-21,29
2019-04-22,44
2019-04-23,47
2019-04-24,43
2019-04-25,31
2019-04-26,41
2019-04-27,44
2019-04-28,40
2019-04-29,42
2019-04-30,39
2019-05-01,49
2019-05-02,48
2019-05-03,38
2019-05-04,29
2019-05-05,21
2019-05-06,50
2019-05-07,71
2019-05-08,43
2019-05-09,40
2019-05-10,32
2019-05-11,40
2019-05-12,29
2019-05-13,28
2019-05-14,31
2019-05-15,49
2019-05-16,49
2019-05-17,38
2019-05-18,49
2019-05-19,48
2019-05-20,42
2019-05-21,29
2019-05-22,42
2019-05-23,44
2019-05-24,49
2019-05-25,45
2019-05-26,42
2019-05-27,41
2019-05-28,39
2019-05-29,36
2019-05-30,34
2019-05-31,45
2019-06-01,49
2019-06-02,45
2019-06-03,34
2019-06-04,50
2019-06-05,39
2019-06-06,44
2019-06-07,38
2019-06-08,42
2019-06-09,42
2019-06-10,30
2019-06-11,38
2019-06-12,42
2019-06-13,37
2019-06-14,37
2019-06-15,44
2019-06-16,37
2019-06-17,34
2019-06-18,40
2019-06-19,35
2019-06-20,37
2019-06-21,31
2019-06-22,31
2019-06-23,50
2019-06-24,39
2019-06-25,48
2019-06-26,64
2019-06-27,47
2019-06-28,49
2019-06-29,41
2019-06-30,35
2019-07-01,50
2019-07-02,50
2019-07-03,46
2019-07-04,48
2019-07-05,44
2019-07-06,44
2019-07-07,35
2019-07-08,31
2019-07-09,49
2019-07-10,50
2019-07-11,38
2019-07-12,43
2019-07-13,50
2019-07-14,36
2019-07-15,51
2019-07-16,47
2019-07-17,27
2019-07-18,42
2019-07-19,44
2019-07-20,44
2019-07-21,38
2019-07-22,28
2019-07-23,34
2019-07-24,42
2019-07-25,44
2019-07-26,49
2019-07-27,51
2019-07-28,49
2019-07-29,50
2019-07-30,42
2019-07-31,48
2019-08-01,46
2019-08-02,44
2019-08-03,49
2019-08-04,43
2019-08-05,47
2019-08-06,67
2019-08-07,49
2019-08-08,43
2019-08-09,39
2019-08-10,33
2019-08-11,33
2019-08-12,49
2019-08-13,23
2019-08-14,40
2019-08-15,47
2019-08-16,50
2019-08-17,50
2019-08-18,48
2019-08-19,71
2019-08-20,42
2019-08-21,40
2019-08-22,36
2019-08-23,23
2019-08-24,23
2019-08-25,31
2019-08-26,27
2019-08-27,16
2019-08-28,35
2019-08-29,35
2019-08-30,40
2019-08-31,31
2019-09-01,28
2019-09-02,31
2019-09-03,38
2019-09-04,36
2019-09-05,28
2019-09-06,37
2019-09-07,33
2019-09-08,29
2019-09-09,30
2019-09-10,47
2019-09-11,46
2019-09-12,36
2019-09-13,26
2019-09-14,32
2019-09-15,36
2019-09-16,43
2019-09-17,30
2019-09-18,31
2019-09-19,36
2019-09-20,44
2019-09-21,50
2019-09-22,44
2019-09-23,26
2019-09-24,26
2019-09-25,36
2019-09-26,33
2019-09-27,37
2019-09-28,35
2019-09-29,25
2019-09-30,31
2019-10-01,39
2019-10-02,34
2019-10-03,38
2019-10-04,18
2019-10-05,27
2019-10-06,24
2019-10-07,24
2019-10-08,26
2019-10-09,24
2019-10-10,28
2019-10-11,31
2019-10-12,20
2019-10-13,20
2019-10-14,29
2019-10-15,26
2019-10-16,24
2019-10-17,20
2019-10-18,22
2019-10-19,25
2019-10-20,27
2019-10-21,31
2019-10-22,21
2019-10-23,27
2019-10-24,28
2019-10-25,6
2019-10-26,23
2019-10-27,25
2019-10-28,27
2019-10-29,31
2019-10-30,19
2019-10-31,18
2019-11-01,19
2019-11-02,25
2019-11-03,23
2019-11-04,21
2019-11-05,19
2019-11-06,19
2019-11-07,19
2019-11-08,21
2019-11-09,21
2019-11-10,24
2019-11-11,17
2019-11-12,24
2019-11-13,19
2019-11-14,21
2019-11-15,19
2019-11-16,28
2019-11-17,26
2019-11-18,16
2019-11-19,2
2019-11-20,15
2019-11-21,21
2019-11-22,19
2019-11-23,13
2019-11-24,15
2019-11-25,20
2019-11-26,19
2019-11-27,22
2019-11-28,18
2019-11-29,18
2019-11-30,17
2019-12-01,11
2019-12-02,19
2019-12-03,23
2019-12-04,18
2019-12-05,21
2019-12-06,18
2019-12-07,19
2019-12-08,17
2019-12-09,21
2019-12-10,18
2019-12-11,20
2019-12-12,17
2019-12-13,15
2019-12-14,16
2019-12-15,19
2019-12-16,14
2019-12-17,22
2019-12-18,25
2019-12-19,20
2019-12-20,16
2019-12-21,9
2019-12-22,15
2019-12-23,7
2019-12-24,12
2019-12-25,5
2019-12-26,9
2019-12-27,15
2019-12-28,17
2019-12-29,12
2019-12-30,27
2019-12-31,19
2020-01-01,25
2020-01-02,24
2020-01-03,8
2020-01-04,20
2020-01-05,23
2020-01-06,25
2020-01-07,20
2020-01-08,26
2020-01-09,21
2020-01-10,21
2020-01-11,21
2020-01-12,20
2020-01-13,17
2020-01-14,16
2020-01-15,19
2020-01-16,22
2020-01-17,26
2020-01-18,19
2020-01-19,19
2020-01-20,29
2020-01-21,26
2020-01-22,15
2020-01-23,11
2020-01-24,20
2020-01-25,18
2020-01-26,19
2020-01-27,19
2020-01-28,18
2020-01-29,27
2020-01-30,15
2020-01-31,14
2020-02-01,19
2020-02-02,25
2020-02-03,25
2020-02-04,26
2020-02-05,20
2020-02-06,10
2020-02-07,20
2020-02-08,17
2020-02-09,16
2020-02-10,16
2020-02-11,18
2020-02-12,17
2020-02-13,21
2020-02-14,22
2020-02-15,18
2020-02-16,18
2020-02-17,23
2020-02-18,21
2020-02-19,25
2020-02-20,23
2020-02-21,22
2020-02-22,24
2020-02-23,25
2020-02-24,22
2020-02-25,20
2020-02-26,22
2020-02-27,25
2020-02-28,26
2020-02-29,26
2020-03-01,25
2020-03-02,27
2020-03-03,22
2020-03-04,26
2020-03-05,24
2020-03-06,19
2020-03-07,24
2020-03-08,25
2020-03-09,29
2020-03-10,22
2020-03-11,16
2020-03-12,24
2020-03-13,40
2020-03-14,38
2020-03-15,35
2020-03-16,34
2020-03-17,24
2020-03-18,30
2020-03-19,24
2020-03-20,34
2020-03-21,35
2020-03-22,40
2020-03-23,32
2020-03-24,31
2020-03-25,33
2020-03-26,45
2020-03-27,41
2020-03-28,27
2020-03-29,46
2020-03-30,40
2020-03-31,26
2020-04-01,43
2020-04-02,43
2020-04-03,44
2020-04-04,38
2020-04-05,42
2020-04-06,44
2020-04-07,34
2020-04-08,43
2020-04-09,43
2020-04-10,41
2020-04-11,43
2020-04-12,45
2020-04-13,33
2020-04-14,41
2020-04-15,44
2020-04-16,40
2020-04-17,36
2020-04-18,44
2020-04-19,44
2020-04-20,47
2020-04-21,41
2020-04-22,42
2020-04-23,36
2020-04-24,40
2020-04-25,44
2020-04-26,34
2020-04-27,41
2020-04-28,36
2020-04-29,45
2020-04-30,44
2020-05-01,30
2020-05-02,45
2020-05-03,47
2020-05-04,34
2020-05-05,39
2020-05-06,38
2020-05-07,46
2020-05-08,32
2020-05-09,34
2020-05-10,47
2020-05-11,27
2020-05-12,40
2020-05-13,49
2020-05-14,38
2020-05-15,44
2020-05-16,42
2020-05-17,42
2020-05-18,40
2020-05-19,47
2020-05-20,44
2020-05-21,38
2020-05-22,31
2020-05-23,38
2020-05-24,40
2020-05-25,44
2020-05-26,44
2020-05-27,33
2020-05-28,31
2020-05-29,40
2020-05-30,36
2020-05-31,37
2020-06-01,45
2020-06-02,49
2020-06-03,50
2020-06-04,49
2020-06-05,43
2020-06-06,50
2020-06-07,39
2020-06-08,49
2020-06-09,50
2020-06-10,35
2020-06-11,36
2020-06-12,43
2020-06-13,40
2020-06-14,41
2020-06-15,45
2020-06-16,47
2020-06-17,47
2020-06-18,35
2020-06-19,38
2020-06-20,44
2020-06-21,48
2020-06-22,43
2020-06-23,31
2020-06-24,44
2020-06-25,46
2020-06-26,64
2020-06-27,33
2020-06-28,42
2020-06-29,42
2020-06-30,37
2020-07-01,38
2020-07-02,34
2020-07-03,46
2020-07-04,38
2020-07-05,49
2020-07-06,111
2020-07-07,100
2020-07-08,101
2020-07-09,50
2020-07-10,50
2020-07-11,33
2020-07-12,44
2020-07-13,35
2020-07-14,36
2020-07-15,49
2020-07-16,48
2020-07-17,61
2020-07-18,46
2020-07-19,48
2020-07-20,47
2020-07-21,50
2020-07-22,44
2020-07-23,33
2020-07-24,46
2020-07-25,50
2020-07-26,54
2020-07-27,44
2020-07-28,44
2020-07-29,67
2020-07-30,67
2020-07-31,43
2020-08-01,30
2020-08-02,33
2020-08-03,48
2020-08-04,41
2020-08-05,44
2020-08-06,50
2020-08-07,50
2020-08-08,61
2020-08-09,48
2020-08-10,111
2020-08-11,50
2020-08-12,61
2020-08-13,50
2020-08-14,49
2020-08-15,37
2020-08-16,37
2020-08-17,43
2020-08-18,44
2020-08-19,30
2020-08-20,64
2020-08-21,74
