timestamp,value
2021-10-18,20
2021-10-19,32
2021-10-15,54
2021-10-20,36
2021-10-21,41
2021-10-22,24
2021-10-23,31
2021-10-24,38
2021-10-25,27
2021-10-26,11
2021-10-27,18
2021-10-28,30
2021-10-29,10
2021-10-30,23
2021-10-31,26
2021-11-01,15
2021-11-02,24
2021-11-03,26
2021-11-04,42
2021-11-05,55
2021-11-06,60
2021-11-07,71
2021-11-08,64
2021-11-09,55
2021-11-10,62
2021-11-11,52
2021-11-12,20
2021-11-13,20
2021-11-14,28
2021-11-15,18
2021-11-16,50
2021-11-17,60
2021-11-18,28
2021-11-19,17
2021-11-20,30
2021-11-21,30
2021-11-22,24
2021-11-23,12
2021-11-24,15
2021-11-25,5
2021-11-27,36
2021-11-28,50
2021-11-29,25
2021-11-30,40
2021-12-01,57
2021-12-02,52
2021-12-03,24
2021-12-04,37
2021-12-05,33
2021-12-06,32
2021-12-07,37
2021-12-08,52
2021-12-09,61
2021-12-10,51
2021-12-11,26
2021-12-12,19
2021-12-13,21
2021-12-14,38
2021-12-15,39
2021-12-16,29
2021-12-17,43
2021-12-18,34
2021-12-19,18
2021-12-20,35
2021-12-21,51
2021-12-22,51
2021-12-23,56
2021-12-24,25
2021-12-25,23
2021-12-26,55
2021-12-27,51
2021-12-28,40
2021-12-29,40
2021-12-30,56
2021-12-31,46
2022-01-01,31
2022-01-02,15
2022-01-03,22
2022-01-04,42
2022-01-05,25
2022-01-06,46
2022-01-07,48
2022-01-08,58
2022-01-09,25
2022-01-10,25
2022-01-11,26
2022-01-12,31
2022-01-13,45
2022-01-14,55
2022-01-15,26
2022-01-16,27
2022-01-17,37
2022-01-18,46
2022-01-19,37
2022-01-20,22
2022-01-21,18
2022-01-22,8
2022-01-23,13
2022-01-24,14
2022-01-25,8
2022-01-26,19
2022-01-28,52
2022-01-29,30
2022-01-30,55
2022-01-31,70
2022-02-01,66
2022-02-02,64
2022-02-03,30
2022-02-04,21
2022-02-05,44
2022-02-06,58
2022-02-07,56
2022-02-08,60
2022-02-09,26
2022-02-10,23
2022-02-11,29
2022-02-12,24
2022-02-13,33
2022-02-14,40
2022-02-15,59
2022-02-16,53
2022-02-17,31
2022-02-18,20
2022-02-19,23
2022-02-20,22
2022-02-21,33
2022-03-04,25
2022-03-07,26
2022-03-05,58
2022-03-06,65
2022-03-08,24
2022-03-09,49
2022-03-10,63
2022-03-11,52
2022-03-12,24
2022-03-13,24
2022-03-14,24
2022-03-16,45
2022-03-17,55
2022-03-15,36
2022-03-18,53
2022-03-19,26
2022-03-20,10
2022-03-21,31
2022-03-22,28
2022-03-23,27
2022-03-24,17
2022-03-25,25
2022-03-26,13
2022-03-27,14
2022-03-29,29
2022-03-30,38
2022-03-31,45
2022-04-01,14
2022-04-02,34
2022-04-03,32
2022-04-04,42
2022-04-06,30
2022-04-07,24
2022-04-08,30
2022-04-09,18
2022-04-05,43
2022-04-10,17
2022-04-11,33
2022-04-12,27
2022-04-13,41
2022-04-14,15
2022-04-15,18
2022-04-16,23
2022-04-17,14
2022-04-18,15
2022-04-19,26
2022-04-20,22
2022-04-21,40
2022-04-22,45
2022-04-23,48
2022-04-24,60
2022-04-25,51
2022-04-26,32
2022-04-27,30
2022-04-28,19
2022-04-29,30
2022-04-30,40
2022-05-01,57
2022-05-02,19
2022-05-03,27
2022-05-04,25
2022-05-05,20
2022-05-06,13
2022-05-07,10
2022-05-08,24
2022-05-09,28
2022-05-10,26
2022-05-11,28
2022-05-12,32
2022-05-13,22
2022-05-14,20
2022-05-15,25
2022-05-16,27
2022-05-17,19
2022-05-18,25
2022-05-19,40
2022-05-20,48
2022-05-21,52
2022-05-22,36
2022-05-23,23
2022-05-24,25
2022-05-25,19
2022-05-26,26
2022-05-27,23
2022-05-28,31
2022-05-29,50
2022-06-01,56
2022-06-15,71
2022-06-16,74
2022-06-17,36
2022-06-18,16
2022-06-19,20
2022-06-20,30
2022-06-21,35
2022-06-22,55
2022-06-23,24
2022-06-24,31
2022-06-25,51
2022-06-26,55
2022-06-27,23
2022-06-28,21
2022-06-29,30
2022-06-30,42
2022-07-01,55
2022-07-02,43
2022-07-03,52
2022-07-04,66
2022-07-05,55
2022-07-06,23
2022-07-07,31
2022-07-08,39
2022-07-09,44
2022-07-10,35
2022-07-11,41
2022-07-12,40
2022-07-13,36
2022-07-14,38
2022-07-15,36
2022-07-16,49
2022-07-17,47
2022-07-18,31
2022-07-19,52
2022-07-20,55
2022-07-21,44
2022-07-22,60
2022-07-23,48
2022-07-24,54
2022-07-25,37
2022-07-26,35
2022-07-27,40
2022-07-28,38
2022-07-29,38
2022-07-30,29
2022-07-31,38
2022-08-01,49
2022-08-02,38
2022-08-03,47
2022-08-04,43
2022-08-05,31
2022-08-06,30
2022-08-07,37
2022-08-08,46
2022-08-09,27
2022-08-10,28
2022-08-11,34
2022-08-12,18
2022-08-13,25
2022-08-14,38
2022-08-15,28
2022-08-16,26
2022-08-17,26
2022-08-18,34
2022-08-19,52
2022-08-20,47
2022-08-21,27
2022-08-22,29
2022-08-23,38
2022-08-24,48
2022-08-25,59
2022-08-26,55
2022-08-27,35
2022-08-28,49
2022-08-29,40
2022-08-30,30
2022-08-31,34
2022-09-01,34
2022-09-04,44
2022-09-02,36
2022-09-05,35
2022-09-06,16
2022-09-03,51
2022-09-07,22
2022-09-08,28
2022-09-09,31
2022-09-10,38
2022-09-11,24
2022-09-12,31
2022-09-13,28
2022-09-14,28
2022-09-15,45
2022-09-16,56
2022-09-17,67
2022-09-18,62
2022-09-19,53
2022-09-20,54
2022-09-21,51
2022-09-22,18
2022-09-23,19
2022-09-24,25
2022-09-25,25
2022-09-26,16
2022-09-27,18
2022-09-28,19
2022-09-29,27
2022-09-30,23
2022-10-01,15
2022-10-02,18
2022-10-03,16
2022-10-04,18
2022-10-05,26
2022-10-06,35
2022-10-07,25
2022-10-08,17
2022-10-09,29
2022-10-10,33
2022-10-11,44
2022-10-12,52
2022-10-13,30
2022-10-14,38
2022-10-15,31
2022-10-16,41
2022-10-17,25
2022-10-18,15
2022-10-19,15
2022-10-20,24
2022-10-21,38
2022-10-22,54
2022-10-23,58
2022-10-24,48
2022-10-25,48
2022-10-26,31
2022-10-27,20
2022-10-28,25
2022-10-29,39
2022-10-30,51
2022-10-31,52
2022-11-01,46
2022-11-02,62
2022-11-03,62
2022-11-04,56
2022-11-05,26
2022-11-06,30
2022-11-07,27
2022-11-08,28
2022-11-09,31
2022-11-10,34
2022-11-11,29
2022-11-12,52
2022-11-13,20
2022-11-14,23
2022-11-15,38
2022-11-16,52
2022-11-17,44
2022-11-18,49
2022-11-19,31
2022-11-20,23
2022-11-21,21
2022-11-22,41
2022-11-23,59
2022-11-24,65
2022-11-25,53
2022-11-26,53
2022-11-27,37
2022-11-28,33
2022-11-29,52
2022-11-30,21
2022-12-01,36
2022-12-02,45
2022-12-03,24
2022-12-04,43
2022-12-05,44
2022-12-06,51
2022-12-07,39
2022-12-08,46
2022-12-09,44
2022-12-10,45
2022-12-11,51
2022-12-12,34
2022-12-13,33
2022-12-14,32
2022-12-16,38
2022-12-17,29
2022-12-18,35
2022-12-19,44
2022-12-20,51
2022-12-21,63
2022-12-22,35
2022-12-23,26
2022-12-24,30
2022-12-25,23
2022-12-26,25
2022-12-27,41
2022-12-28,47
2022-12-29,51
2022-12-30,34
2022-12-31,26
2023-01-01,37
2023-01-02,60
2023-01-03,28
2023-01-04,21
2023-01-05,29
2023-01-06,30
2023-01-07,40
2023-01-08,38
2023-01-09,57
2023-01-10,61
2023-01-11,61
2023-01-12,53
2023-01-13,18
2023-01-14,21
2023-01-15,44
2023-01-16,65
2023-01-17,44
2023-01-18,44
2023-01-19,37
2023-01-20,16
2023-01-21,27
2023-01-22,48
2023-01-23,43
2023-01-24,55
2023-01-25,39
2023-01-26,32
2023-01-27,28
2023-01-28,23
2023-01-29,25
2023-01-30,53
2023-01-31,46
2023-02-01,51
2023-02-02,54
2023-02-03,19
2023-02-04,28
2023-02-05,21
2023-02-06,54
2023-02-07,55
2023-02-08,73
2023-02-09,53
2023-02-10,30
2023-02-11,35
2023-02-12,52
2023-02-13,47
2023-02-14,37
2023-02-15,27
2023-02-16,36
2023-02-17,16
2023-02-18,24
2023-02-19,28
2023-02-20,35
2023-02-21,37
2023-02-22,41
2023-02-23,28
2023-02-24,23
2023-02-25,35
2023-02-26,50
2023-02-27,52
2023-02-28,25
2023-03-01,45
2023-03-02,54
2023-03-03,53
2023-03-04,20
2023-03-05,37
2023-03-06,30
2023-03-07,18
2023-03-08,15
2023-03-09,30
2023-03-10,22
2023-03-11,17
2023-03-12,30
2023-03-13,45
2023-03-14,18
2023-03-15,29
2023-03-16,32
2023-03-17,49
2023-03-18,25
2023-03-19,26
2023-03-20,30
2023-03-21,32
2023-03-22,41
2023-03-23,47
2023-03-24,35
2023-03-25,13
2023-03-26,26
2023-03-27,38
2023-03-28,32
2023-03-29,36
2023-03-30,34
2023-03-31,46
2023-04-01,26
2023-04-02,18
2023-04-03,33
2023-04-04,46
2023-04-05,46
2023-04-06,21
2023-04-07,24
2023-04-08,29
2023-04-09,35
2023-04-10,43
2023-04-11,46
2023-04-12,35
2023-04-13,48
2023-04-14,57
2023-04-15,26
2023-04-16,38
2023-04-17,18
2023-04-18,29
2023-04-19,40
2023-04-20,49
2023-04-21,54
2023-04-22,21
2023-04-23,22
2023-04-24,26
2023-04-25,46
2023-04-26,53
2023-04-27,38
2023-04-28,20
2023-04-29,23
2023-04-30,27
2023-05-01,12
2023-05-02,5
2023-05-03,11
2023-05-04,22
2023-05-05,32
2023-05-06,29
2023-05-07,40
2023-05-08,32
2023-05-09,21
2023-05-10,33
2023-05-11,55
2023-05-12,63
2023-05-13,69
2023-05-14,43
2023-05-15,28
2023-05-16,41
2023-05-17,29
2023-05-18,38
2023-05-19,50
2023-05-20,61
2023-05-21,45
2023-05-22,45
2023-05-23,57
2023-05-24,63
2023-05-25,20
2023-05-26,20
2023-05-27,31
2023-05-28,40
2023-05-29,45
2023-05-30,56
2023-05-31,51
2023-06-01,52
2023-06-02,56
2023-06-03,71
2023-06-04,62
2023-06-05,64
2023-06-06,99
2023-06-07,94
2023-06-08,90
2023-06-09,80
2023-06-10,77
2023-06-11,82
2023-06-12,51
2023-06-13,44
2023-06-14,30
2023-06-15,51
2023-06-16,63
2023-06-17,99
2023-06-18,74
2023-06-19,72
2023-06-20,68
2023-06-21,53
2023-06-22,15
2023-06-23,17
2023-06-24,30
2023-06-25,55
2023-06-26,46
2023-06-27,70
2023-06-28,185
2023-06-29,205
2023-06-30,136
2023-07-01,55
2023-07-02,43
2023-07-04,54
2023-07-05,74
2023-07-06,54
2023-07-07,52
2023-07-08,49
2023-07-09,40
2023-07-10,40
2023-07-13,48
2023-07-12,57
2023-07-14,44
2023-07-15,48
2023-07-16,52
2023-07-17,132
2023-07-18,84
2023-07-19,66
2023-07-20,56
2023-07-21,21
2023-07-22,37
2023-07-23,55
2023-07-24,61
2023-07-25,59
2023-07-26,70
2023-07-27,67
2023-07-28,56
2023-07-29,17
2023-07-30,18
2023-07-31,21
2023-08-01,58
2023-08-02,79
2023-08-03,79
2023-08-04,67
2023-08-05,79
2023-08-06,58
2023-08-07,23
2023-08-08,34
2023-08-09,52
2023-08-10,47
2023-08-11,57
2023-08-12,35
2023-08-13,27
2023-08-14,39
2023-08-15,23
2023-08-16,29
2023-08-17,34
2023-08-18,52
2023-08-19,65
2023-08-20,67
2023-08-21,72
2023-08-22,55
2023-08-23,27
2023-08-24,20
2023-08-25,24
2023-08-26,26
2023-08-27,24
2023-08-28,30
2023-08-29,39
2023-09-01,20
2023-09-02,40
2023-09-03,49
2023-09-04,37
2023-09-05,49
2023-09-06,53
2023-09-07,33
2023-09-08,39
2023-09-09,25
2023-09-10,25
2023-09-11,20
2023-09-12,32
2023-09-13,23
2023-09-14,22
2023-09-15,26
2023-09-16,41
2023-09-17,42
2023-09-18,38
2023-09-19,31
2023-09-20,38
2023-09-21,40
2023-09-22,30
2023-09-23,27
2023-09-24,13
2023-09-25,16
2023-09-26,8
2023-09-27,21
2023-09-28,29
2023-09-29,35
2023-09-30,26
2023-10-01,37
2023-10-02,34
2023-10-03,40
2023-10-04,40
2023-10-05,39
2023-10-06,26
2023-10-07,16
2023-10-08,10
2023-10-09,15
2023-10-10,18
2023-10-11,24
2023-10-12,34
2023-10-13,21
2023-10-14,13
2023-10-15,10
2023-10-16,11
2023-10-17,18
2023-10-18,30
2023-10-19,38
2023-10-20,21
2023-10-21,14
2023-10-22,13
2023-10-23,30
2023-10-24,34
2023-10-25,40
2023-10-26,46
2023-10-27,29
2023-10-28,25
2023-10-29,16
2023-10-30,11
2023-10-31,28
2023-11-01,24
2023-11-02,27
2023-11-03,32
2023-11-04,58
2023-11-05,59
2023-11-06,58
2023-11-07,35
2023-11-08,23
2023-11-09,38
2023-11-10,21
2023-11-11,31
2023-11-12,27
2023-11-13,37
2023-11-14,23
2023-11-18,23
2023-11-19,45
2023-11-20,35
2023-11-21,28
2023-11-22,31
2023-11-23,48
2023-11-24,35
2023-11-25,28
2023-11-26,47
2023-11-27,31
2023-11-28,29
2023-11-29,38
2023-11-30,40
2023-12-01,37
2023-12-02,41
2023-12-03,38
2023-12-04,23
2023-12-05,41
2023-12-06,36
2023-12-07,44
2023-12-08,33
2023-12-09,23
2023-12-10,21
2023-12-11,21
2023-12-12,27
2023-12-13,47
2023-12-14,49
2023-12-15,57
2023-12-16,53
2023-12-17,43
2023-12-18,24
2023-12-19,19
2023-12-20,41
2023-12-21,58
2023-12-22,58
2023-12-23,55
2023-12-24,66
2023-12-25,56
2023-12-26,23
2023-12-27,20
2023-12-28,27
2023-12-29,31
2023-12-30,29
2023-12-31,37
2024-01-01,25
2024-01-02,29
2024-01-03,42
2024-01-04,21
2024-01-05,48
2024-01-06,55
2024-01-07,48
2024-01-08,67
2024-01-09,23
2024-01-10,14
2024-01-11,30
2024-01-12,40
2024-01-13,20
2024-01-14,24
2024-01-15,38
2024-01-16,44
2024-01-17,30
2024-01-18,26
2024-01-19,48
2024-01-20,30
2024-01-21,50
2024-01-22,56
2024-01-23,48
2024-01-24,60
2024-01-25,35
2024-01-26,13
2024-01-27,26
2024-01-28,10
2024-01-29,21
2024-01-30,33
2024-01-31,47
2024-02-01,44
2024-02-02,33
2024-02-03,35
2024-02-04,45
2024-02-05,34
2024-02-06,28
2024-02-07,39
2024-02-08,52
2024-02-09,46
2024-02-10,40
2024-02-11,45
2024-02-12,42
2024-02-13,42
2024-02-14,25
2024-02-15,30
2024-02-16,24
2024-02-17,25
2024-02-18,26
2024-02-19,51
2024-02-20,56
2024-02-21,51
2024-02-22,68
2024-02-23,59
2024-02-24,18
2024-02-25,18
2024-02-26,38
2024-02-27,56
2024-02-28,46
2024-02-29,22
2024-03-01,25
2024-03-02,21
2024-03-03,35
2024-03-04,32
2024-03-05,23
2024-03-06,23
2024-03-07,20
2024-03-08,20
2024-03-09,9
2024-03-10,12
2024-03-11,10
2024-03-12,21
2024-03-13,44
2024-03-14,52
2024-03-15,18
2024-03-16,25
2024-03-17,14
2024-03-18,13
2024-03-19,20
2024-03-20,21
2024-03-21,13
2024-03-22,64
2024-03-23,50
2024-03-24,12
2024-03-25,19
2024-03-26,23
2024-03-27,23
2024-03-28,28
2024-03-29,25
2024-03-30,36
2024-03-31,37
2024-04-01,23
2024-04-02,18
2024-04-03,12
2024-04-04,10
2024-04-05,16
2024-04-06,13
2024-04-07,21
2024-04-08,37
2024-04-09,53
2024-04-10,33
2024-04-11,29
2024-04-12,8
2024-04-13,13
2024-04-14,28
2024-04-15,32
2024-04-16,29
2024-04-17,43
2024-04-18,24
2024-04-19,27
2024-04-20,17
2024-04-21,26
2024-04-22,32
2024-04-23,32
2024-04-24,27
2024-04-25,26
2024-04-26,34
2024-04-27,51
2024-04-28,56
2024-04-29,54
2024-04-30,30
2024-05-01,31
2024-05-02,37
2024-05-05,34
2024-05-08,28
2024-05-09,19
2024-05-10,16
2024-05-11,28
2024-05-12,19
2024-05-13,34
2024-05-14,43
2024-05-15,26
2024-05-16,28
2024-05-17,42
2024-05-18,38
2024-05-19,46
2024-05-20,47
2024-05-21,55
2024-05-22,57
2024-05-23,38
2024-05-24,53
2024-05-25,48
2024-05-26,49
2024-05-27,32
2024-05-28,17
2024-05-29,24
2024-05-30,22
2024-05-31,33
2024-06-01,43
2024-06-02,51
2024-06-03,56
2024-06-04,52
2024-06-05,52
2024-06-06,28
2024-06-07,22
2024-06-08,22
2024-06-09,18
2024-06-10,22
2024-06-11,38
2024-06-12,41
2024-06-13,52
2024-06-14,53
2024-06-15,29
2024-06-16,52
2024-06-17,60
2024-06-18,61
2024-06-19,69
2024-06-20,79
2024-06-25,48
2024-06-26,39
2024-06-27,29
2024-06-28,37
2024-06-29,56
2024-06-30,40
2024-07-01,16
2024-07-02,19
2024-07-03,51
2024-07-04,52
2024-07-05,29
2024-07-06,33
2024-07-07,43
2024-07-08,55
2024-07-09,63
2024-07-10,41
2024-07-11,31
2024-07-12,41
2024-07-13,55
2024-07-14,56
2024-07-15,48
2024-07-16,46
2024-07-17,46
2024-07-20,43
2024-07-21,44
2024-07-22,54
2024-07-18,46
2024-07-23,58
2024-07-24,53
2024-07-25,62
2024-07-26,42
2024-07-27,51
2024-07-28,58
2024-07-29,44
2024-07-31,56
2024-08-01,54
2024-08-02,40
2024-08-03,39
2024-08-04,61
2024-08-05,71
2024-08-06,55
2024-08-07,29
2024-08-08,14
2024-08-09,31
2024-08-10,30
2024-08-11,28
2024-08-12,24
2024-08-13,32
2024-08-14,63
2024-08-15,77
2024-08-16,60
2024-08-17,51
2024-08-18,38
2024-08-19,23
2024-08-20,24
2024-08-21,26
2024-08-22,36
2024-08-23,51
2024-08-24,55
2024-08-25,61
2024-08-26,64
2024-08-27,66
2024-08-28,44
2024-08-29,53
2024-08-30,51
2024-08-31,51
2024-09-01,41
2024-09-02,23
2024-09-03,22
2024-09-04,25
2024-09-05,27
2024-09-06,37
2024-09-07,13
2024-09-08,19
2024-09-09,26
2024-09-10,43
2024-09-11,54
2024-09-12,52
2024-09-13,39
2024-09-14,42
2024-09-15,53
2024-09-16,39
2024-09-17,33
2024-09-18,31
2024-09-19,36
2024-09-20,48
2024-09-21,54
2024-09-22,56
2024-09-23,33
2024-09-24,18
2024-09-25,21
2024-09-26,31
2024-09-27,23
2024-09-28,19
2024-09-29,22
2024-09-30,14
2024-10-01,17
2024-10-02,24
2024-10-03,44
2024-10-04,49
2024-10-05,44
2024-10-06,51
2024-10-07,45
2024-10-08,26
2024-10-09,22
2024-10-10,22
2024-10-11,25
2024-10-12,41
2024-10-13,54
2024-10-14,16
2024-10-15,16
2024-10-16,13
2024-10-17,23
2024-10-18,33
2024-10-19,46
2024-10-20,54
2024-10-21,56
2024-10-22,54
2024-10-23,55
2024-10-24,19
2024-10-25,37
2024-10-26,24
2024-10-27,23
2024-10-28,38
2024-10-29,58
2024-10-30,57
2024-10-31,46
2024-11-01,19
2024-11-02,34
2024-11-03,29
2024-11-04,29
2024-11-05,21
2024-11-06,38
2024-11-07,32
2024-11-08,30
2024-11-09,18
2024-11-10,35
2024-11-11,16
2024-11-12,10
2024-11-13,15
2024-11-14,19
2024-11-15,37
2024-11-16,25
2024-11-17,46
2024-11-18,57
2024-11-19,58
2024-11-20,36
2024-11-21,18
2024-11-22,25
2024-11-23,9
2024-11-24,39
2024-11-25,54
2024-11-26,29
2024-11-27,37
2024-11-30,44
2024-12-01,31
2024-12-02,37
2024-12-03,51
2024-12-04,46
2024-12-05,23
2024-12-06,36
2024-12-07,31
2024-12-08,38
2024-12-09,30
2024-12-10,38
2024-12-11,56
2024-12-12,24
2024-12-13,39
2024-12-14,53
2024-12-15,42
2024-12-16,23
2024-12-17,23
2024-12-18,45
2024-12-19,41
2024-12-20,54
2024-12-21,17
2024-12-22,32
2024-12-23,49
2024-12-24,53
2024-12-25,57
2024-12-26,51
2024-12-27,61
2024-12-28,41
2024-12-29,24
2024-12-30,16
2024-12-31,32
2025-01-01,12
2025-01-02,27
2025-01-03,34
2025-01-04,31
2025-01-05,52
2025-01-06,35
2025-01-07,22
2025-01-08,28
2025-01-09,30
2025-01-10,70
2025-01-11,71
2025-01-12,62
2025-01-13,32
2025-01-14,36
2025-01-16,56
2025-01-15,54
2025-01-17,62
2025-01-18,44
2025-01-19,19
2025-01-20,26
2025-01-21,33
2025-01-22,53
2025-01-23,52
2025-01-24,53
2025-01-25,55
2025-01-26,32
2025-01-27,32
2025-01-28,33
2025-01-29,31
2025-01-30,34
2025-01-31,42
2025-02-01,25
2025-02-02,35
2025-02-03,55
2025-02-04,40
2025-02-05,22
2025-02-06,39
2025-02-07,34
2025-02-08,44
2025-02-09,34
2025-02-10,48
2025-02-11,60
2025-02-12,50
2025-02-13,29
2025-02-14,52
2025-02-15,52
2025-02-16,21
2025-02-17,22
2025-02-18,34
2025-02-19,37
2025-02-20,34
2025-02-21,38
2025-02-22,53
2025-02-23,55
2025-02-24,39
2025-02-25,41
2025-02-26,60
2025-02-27,55
2025-02-28,24
2025-03-01,18
2025-03-02,28
2025-03-03,39
2025-03-04,37
2025-03-05,26
2025-03-06,14
2025-03-07,27
2025-03-08,37
2025-03-09,27
2025-03-10,38
2025-03-13,52
2025-03-14,57
2025-03-15,60
2025-03-17,18
2025-03-18,31
2025-03-19,40
2025-03-20,33
2025-03-21,19
2025-03-22,24
2025-03-23,29
2025-03-24,23
2025-03-25,36
2025-03-26,23
2025-03-27,32
2025-03-28,44
2025-03-29,65
2025-03-30,57
2025-03-31,22
2025-04-01,22
2025-04-02,31
2025-04-03,23
2025-04-04,24
2025-04-05,28
2025-04-06,17
2025-04-07,23
2025-04-08,18
2025-04-09,32
2025-04-10,44
2025-04-11,39
2025-04-12,48
2025-04-13,47
2025-04-14,52
2025-04-15,19
2025-04-16,21
2025-04-17,37
2025-04-18,53
2025-04-19,58
2025-04-20,22
2025-04-21,46
2025-04-22,21
2025-04-23,33
2025-04-24,43
2025-04-25,54
2025-04-26,21
2025-04-27,17
2025-04-28,27
2025-04-29,41
2025-04-30,17
2025-05-01,44
2025-05-02,34
2025-05-03,21
2025-05-04,23
2025-05-05,28
2025-05-06,21
2025-05-07,28
2025-05-08,37
2025-05-09,20
2025-05-10,29
2025-05-11,53
2025-05-12,42
2025-05-13,13
2025-05-14,17
2025-05-15,38
2025-05-16,59
2025-05-17,30
2025-05-18,18
2025-05-19,20
2025-05-20,29
2025-05-21,24
2025-05-22,8
